Component_name,Component_id,Isl_id,RA,DEC,E_RA,E_DEC,Total_flux,E_Total_flux,Peak_flux,E_Peak_flux,Maj,E_Maj,Min,E_Min,PA,E_PA,Isl_Total_flux,E_Isl_Total_flux,Isl_rms,Isl_mean,Resid_Isl_rms,Resid_Isl_mean,RA_max,DEC_max,E_RA_max,E_DEC_max,S_Code,Xposn,E_Xposn,Yposn,E_Yposn,Xposn_max,E_Xposn_max,Yposn_max,E_Yposn_max,Maj_img_plane,E_Maj_img_plane,Min_img_plane,E_Min_img_plane,PA_img_plane,E_PA_img_plane,DC_Maj,E_DC_Maj,DC_Min,E_DC_Min,DC_PA,E_DC_PA,DC_Maj_img_plane,E_DC_Maj_img_plane,DC_Min_img_plane,E_DC_Min_img_plane,DC_PA_img_plane,E_DC_PA_img_plane,Tile,Subtile,QL_image_RA,QL_image_DEC,NVSS_distance,FIRST_distance,Peak_to_ring,Duplicate_flag,Quality_flag,Source_name,Source_type,QL_cutout,NN_dist,BMAJ,BMIN,BPA
VLASS1QLCIR J000001.26+703835.7,78,182,0.005283912099340001,70.64325350267896,8.531059275e-05,7.83099374e-05,2.28117863538,0.5911190829299999,1.10455821372,0.20262447588,4.165144820748002,0.85951496502,2.908572720876,0.4743109822320001,48.238983787655755,24.41634363535893,1.80401244992,0.34592988987999995,0.19013938436,-0.0048691586,0.0199369224,-0.004840137539999999,0.005283912099340001,70.64325350267896,8.531059275e-05,7.83099374e-05,S,3597.8758712082176,0.30711813389997544,2396.5369478359953,0.2819157746399775,3597.8758712082176,0.30711813389997544,2396.5369478359953,0.2819157746399775,4.1650080777720015,0.85951496502,2.908555128756,0.4743109822320001,49.613254743295705,24.41634363535893,3.396984318936,0.85951496502,1.493461983996,0.4743109822320001,56.66592627993565,24.41634363535893,3.3968608711200003,0.85951496502,1.4934581935200002,0.4743109822320001,58.04019723557561,24.41634363535893,T28t01,J000550+703000,70.5,1.461904166667,179.926696309473,118668.53682026065,1.4235589072873984,0.0,1.0,,,http://legacysurvey.org/viewer/cutout.fits?ra=0.00528&dec=70.64325&layer=vlass1.2&pixscale=0.3516&size=512,176.62416739531864,2.714474439621,2.16091012954716,4.392120361328
VLASS1QLCIR J000001.30-311334.3,-83,147,0.00542021195635,-31.22619681202264,0.0,0.0,0.0,0.0,1.2532329419600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3694445787300005,0.3875221867800001,0.23157078249,-0.010342280799999999,0.0,0.0,0.00542021195635,-31.22619681202264,0.0,0.0,E,3639.000000000022,0.0,2841.000000000041,0.0,3639.000000000022,0.0,2841.000000000041,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T03t01,J000219-313000,-31.5,0.5833166666666999,219.2759657576796,71156.17177926448,1.036388486845462,0.0,4.0,,,http://legacysurvey.org/viewer/cutout.fits?ra=0.00542&dec=-31.2262&layer=vlass1.2&pixscale=0.3516&size=512,-99.0,3.39902687072736,2.03973722457876,19.119400024409998
VLASS1QLCIR J000001.30+204525.0,-3,3,0.0054247227672,20.756949271916266,0.0,0.0,0.0,0.0,1.84446794447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39231822416,0.6409643891,0.35541944088999994,-0.007375963379999999,0.0,0.0,0.0054247227672,20.756949271916266,0.0,0.0,E,817.999999999896,0.0,2786.0000000000236,0.0,817.999999999896,0.0,2786.0000000000236,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T16t32,J235847+203000,359.6958875,20.5,136.3531968106048,20852.0785545463,1.466513960515213,0.0,4.0,,,http://legacysurvey.org/viewer/cutout.fits?ra=0.00542&dec=20.75695&layer=vlass1.2&pixscale=0.3516&size=512,-99.0,2.33118581771844,2.09527921676628,32.54145050049
VLASS1QLCIR J000001.30+681708.3,2,3,0.00543859648991,68.28564135716498,4.141386987e-05,7.183231728e-05,1.5175344308900005,0.40734048298,1.20148947683,0.19627041187,3.249965767068,0.6424429335480001,2.112796307124,0.28521448916399994,160.43244348840278,20.17756576306273,1.20213362745,0.33080646241,0.19351798983,0.00196251267,0.03491956522,0.00264419896,0.00543859648991,68.28564135716498,4.141386987e-05,7.183231728e-05,S,91.9299416185322,0.14908993153198805,1107.3697792955984,0.2585963422079793,91.9299416185322,0.14908993153198805,1107.3697792955984,0.2585963422079793,3.2499655480079994,0.6424429335480001,2.112704761932,0.28521448916399994,159.19908109471004,20.17756576306273,1.918540294416,0.6424429335480001,0.358146055152,0.28521448916399994,153.90158338882583,20.17756576306273,1.918539832212,0.6424429335480001,0.35813059923600005,0.28521448916399994,152.66822099513308,20.17756576306273,T27t15,J235442+683000,358.67786666669997,68.5,318.3631091096004,123928.70438062961,1.4517658196383594,0.0,1.0,,,http://legacysurvey.org/viewer/cutout.fits?ra=0.00544&dec=68.28564&layer=vlass1.2&pixscale=0.3516&size=512,319.6403277968561,2.6433258056640003,2.0565927028656,-12.33750152588
VLASS1QLCIR J000001.31-063113.9,62,93,0.00546923927105,-6.52052974040924,6.824918047e-05,6.901651779000001e-05,1.486795765,0.36998972502,1.1940243280699998,0.17808344780000002,4.095296411256,0.7711294637880002,2.429934872688,0.28706049961200003,44.63172520091196,14.829663084422062,1.22058614546,0.27231459475,0.17881675740000005,0.0023305219700000004,0.03858349373,0.0029211412300000003,0.00546923927105,-6.52052974040924,6.824918047e-05,6.901651779000001e-05,S,3638.622849180348,0.2456970496919804,1785.219164321058,0.2484594640439801,3638.622849180348,0.2456970496919804,1785.219164321058,0.2484594640439801,4.095227672928002,0.7711294637880002,2.429885154024,0.28706049961200003,44.57525580967575,14.829663084422062,2.231823890124,0.7711294637880002,0.0,0.28706049961200003,66.45752394571166,14.829663084422062,2.231756747316,0.7711294637880002,0.0,0.28706049961200003,66.40105455447545,14.829663084422062,T09t01,J000200-063000,-6.5,0.5027541666667,1.8573366573322447,273.0909366634333,1.5413482299229757,0.0,1.0,,,http://legacysurvey.org/viewer/cutout.fits?ra=0.00547&dec=-6.52053&layer=vlass1.2&pixscale=0.3516&size=512,104.89829667667995,3.5943963527678395,2.22330832481376,31.34494400024
VLASS1QLCIR J000001.32+681001.5,86,175,0.005535222662760001,68.16709492486261,1.237409373e-05,1.540434314e-05,113.38608890874,2.0570841781900002,15.988516555500002,0.1678965491,9.401323899528,0.13847563810799998,6.803511020568001,0.094242505788,61.761822314236916,2.3565038303181804,111.75782141389999,1.0535686696400002,0.1678965491,-0.00718265255,0.19385971245,0.015211234309999997,0.00565741891254,68.16619932661504,1.237409373e-05,1.540434314e-05,M,3639.4287884192518,0.04454673742799643,680.7535067006079,0.05545563530399556,3639.334649714583,0.04454673742799643,677.5266259296175,0.05545563530399556,9.401202082368,0.13847563810799998,6.803234795304,0.094242505788,62.99568759198418,2.3565038303181804,8.876779214148,0.13847563810799998,6.4547410455,0.094242505788,62.89842862247973,2.3565038303181804,8.876656021536002,0.13847563810799998,6.4544849223839975,0.094242505788,64.13229390022697,2.3565038303181804,T27t01,J000520+683000,68.5,1.334733333333,1.204537673472064,124201.60862059509,1.3413122788320455,1.0,1.0,,,http://legacysurvey.org/viewer/cutout.fits?ra=0.00554&dec=68.16709&layer=vlass1.2&pixscale=0.3516&size=512,174.76174199247023,3.11585450172408,2.12194657325736,54.77794265747
VLASS1QLCIR J000001.36+044129.5,3,1,0.005681955479189999,4.691535629409669,0.0001083982376,0.00010154277607,5.32392692236,0.9664900803799998,1.2633678549999998,0.18848435952,6.781177868436,1.0953621715679998,4.506267940632,0.6209482388040001,48.68734969783733,20.03473569448537,9.721712115990002,0.7275143057699999,0.19197087386000009,-0.004796383559999999,0.10149201262,-0.0022228243799999998,0.005681955479189999,4.691535629409669,0.0001083982376,0.00010154277607,C,85.08895253661285,0.3902336553599687,2550.128165042716,0.3655539938519707,85.08895253661285,0.3902336553599687,2550.128165042716,0.3655539938519707,6.781116656340001,1.0953621715679998,4.5061165502280005,0.6209482388040001,48.64688708749469,20.03473569448537,5.962187416643999,1.0953621715679998,3.902507127972,0.6209482388040001,50.28116338670023,20.03473569448537,5.962127710716,1.0953621715679998,3.902379873984,0.6209482388040001,50.24070077635759,20.03473569448537,T12t36,J235802+043000,359.5109875,4.5,1.5801740197779737,4.325598216974536,0.8869673817345448,0.0,0.0,,,http://legacysurvey.org/viewer/cutout.fits?ra=0.00568&dec=4.69154&layer=vlass1.2&pixscale=0.3516&size=512,6.012643221751575,3.24204397201548,2.23656988143924,42.72916793823
VLASS1QLCIR J000001.40+681001.4,1,1,0.005848387485,68.16708242527757,1.7085179859999998e-05,2.028376516e-05,122.86237162514,2.42112261362,15.85289869937,0.21578557789,8.784703680047999,0.183245935284,6.568123230107999,0.130255182072,61.8007224634391,3.6444512597245495,119.65568579843,1.12019297859,0.21578557789,-0.00749481978,0.19055709708,0.006496719829999999,0.0054504974708,68.16623608416947,1.7085179859999998e-05,2.028376516e-05,M,82.19836153931055,0.061506647495995076,680.6733868199099,0.07302155457599417,82.66540396213645,0.061506647495995076,677.6158316129938,0.07302155457599417,8.784236215836,0.183245935284,6.568121410236,0.130255182072,60.56798641137866,3.6444512597245495,8.527555280987999,0.183245935284,6.031154649348,0.130255182072,63.02277015090714,3.6444512597245495,8.527103101980003,0.183245935284,6.031151845452,0.130255182072,61.79003409884668,3.6444512597245495,T27t15,J235442+683000,358.67786666669997,68.5,0.8982416821823284,124201.95954393859,1.3066884404442936,2.0,0.0,,,http://legacysurvey.org/viewer/cutout.fits?ra=0.00585&dec=68.16708&layer=vlass1.2&pixscale=0.3516&size=512,-99.0,2.6433258056640003,2.0565927028656,-12.33750152588
VLASS1QLCIR J000001.40+795528.1,83,152,0.00587412833263,79.92448641696326,6.176770432000001e-05,9.111596887e-05,1.3245010859100002,0.47430651412,1.0961067572199998,0.23950767272,3.226776225372,0.7762897086119999,2.6095513898880003,0.517897750068,170.19629151215358,43.90484865729843,2.7197764334500003,0.48826934797,0.23190707725,-0.03017810559,0.00145183185,-0.03017550807,0.00587412833263,79.92448641696326,6.176770432000001e-05,9.111596887e-05,C,3506.0844026929685,0.22236373555198224,3425.0720590151427,0.3280174879319738,3506.0844026929685,0.22236373555198224,3425.0720590151427,0.3280174879319738,3.22670756862,0.7762897086119999,2.609448684768,0.517897750068,172.7705577393316,43.90484865729843,1.808980595748,0.7762897086119999,0.0,0.517897750068,125.10656298024377,43.90484865729843,1.808978049,0.7762897086119999,0.0,0.517897750068,127.68082920742177,43.90484865729843,T30t01,J001028+793000,79.5,2.620420833333,302.2108387534804,101777.86699387344,1.1990094777192029,0.0,2.0,,,http://legacysurvey.org/viewer/cutout.fits?ra=0.00587&dec=79.92449&layer=vlass1.2&pixscale=0.3516&size=512,3.3580712115827263,3.21856546401972,2.1649434566497203,17.9671421051
VLASS1QLCIR J000001.46-311326.3,-82,146,0.006083475601670001,-31.223977521006308,0.0,0.0,0.0,0.0,1.2092308607000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5803725556900001,0.45316407178999996,0.23189606145,-0.01100323061,0.0,0.0,0.006083475601670001,-31.223977521006308,0.0,0.0,E,3636.999999999994,0.0,2849.0000000000155,0.0,3636.999999999994,0.0,2849.0000000000155,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T03t01,J000219-313000,-31.5,0.5833166666666999,211.48749885388847,71148.18680239494,0.9648891440735504,0.0,4.0,,,http://legacysurvey.org/viewer/cutout.fits?ra=0.00608&dec=-31.22398&layer=vlass1.2&pixscale=0.3516&size=512,-99.0,3.39902687072736,2.03973722457876,19.119400024409998
VLASS1QLCIR J000001.48+044135.2,2,1,0.00618246346431,4.69312957576288,5.5195354049999987e-05,5.476719971e-05,2.4615765792600004,0.4868153542,1.5663013788100002,0.20416623659,3.873121428312,0.56191015512,2.942367161616,0.34459445358,45.530544640281036,22.47945770707499,9.721712115990002,0.7275143057699999,0.19197087386000009,-0.004796383559999999,0.10149201262,-0.0022228243799999998,0.00618246346431,4.69312957576288,5.5195354049999987e-05,5.476719971e-05,C,83.29728485405826,0.19870327457998407,2555.867555313117,0.19716191895598426,83.29728485405826,0.19870327457998407,2555.867555313117,0.19716191895598426,3.8730937906080003,0.56191015512,2.942262252612,0.34459445358,45.49002736226171,22.47945770707499,2.1396248124119994,0.56191015512,1.888654354596,0.34459445358,61.340739890038975,22.47945770707499,2.13958712196,0.56191015512,1.888606806732,0.34459445358,61.300222612019645,22.47945770707499,T12t36,J235802+043000,359.5109875,4.5,7.573640622487524,1.118973387381635,1.1279727408013198,0.0,0.0,,,http://legacysurvey.org/viewer/cutout.fits?ra=0.00618&dec=4.69313&layer=vlass1.2&pixscale=0.3516&size=512,6.012643221752588,3.24204397201548,2.23656988143924,42.72916793823
VLASS1QLCIR J000001.49-144341.2,1,2,0.006248938447979999,-14.72811928633776,9.01904723e-06,2.170008564e-05,9.21056098697,0.55704550465,7.436517943099999,0.26550706234000004,4.039694206884,0.190309834728,2.1767131631880003,0.058898109852,164.2782438706113,2.99577433905731,9.620283247589999,0.5916105753400001,0.27220053016,0.00028887345000000003,0.16452158161000002,0.02604689143,0.006248938447979999,-14.72811928633776,9.01904723e-06,2.170008564e-05,S,577.0440272823264,0.0324685700279974,1037.7397829622328,0.07812030830399375,577.0440272823264,0.0324685700279974,1037.7397829622328,0.07812030830399375,4.03968475242,0.190309834728,2.17665885438,0.058898109852,164.37192442739035,2.99577433905731,2.1700396699919997,0.190309834728,0.4725577026,0.058898109852,152.92746345822746,2.99577433905731,2.170039090392,0.190309834728,0.47254493268,0.058898109852,153.0211440150065,2.99577433905731,T07t36,J235833-143000,359.6377625,-14.5,0.814121577780009,11763.94331589814,7.319201174556402,2.0,0.0,,,http://legacysurvey.org/viewer/cutout.fits?ra=0.00625&dec=-14.72812&layer=vlass1.2&pixscale=0.3516&size=512,-99.0,3.44718527793876,2.0594761371612,-9.081115722656
VLASS1QLCIR J000001.50+023922.9,0,0,0.00627959890591,2.65638228799754,7.551819952e-05,8.714707539000001e-05,2.28941691178,0.7049602585100001,1.48609592279,0.29726164198000005,3.745115696736,0.8836435847519999,2.4654165111719997,0.41808296178000004,141.50580892787337,24.272772393457217,1.97920681016,0.47667955039,0.28497935273,0.0016142205400000002,0.0,0.0016142148500000002,0.00627959890591,2.65638228799754,7.551819952e-05,8.714707539000001e-05,S,49.234636265559864,0.27186551827197825,2423.3226134182282,0.3137294714039749,49.234636265559864,0.27186551827197825,2423.3226134182282,0.3137294714039749,3.745007422452,0.8836435847519999,2.465383586472,0.41808296178000004,141.4824709491161,24.272772393457217,2.688911551836,0.8836435847519999,0.7783788483359999,0.41808296178000004,132.5797483467012,24.272772393457217,2.6888186240280003,0.8836435847519999,0.778372850556,0.41808296178000004,132.55641036794398,24.272772393457217,T11t36,J235800+023000,359.5027416667,2.5,570.7980521835293,542.4619240645083,1.594466164824907,0.0,1.0,,,http://legacysurvey.org/viewer/cutout.fits?ra=0.00628&dec=2.65638&layer=vlass1.2&pixscale=0.3516&size=512,469.21737950411017,2.7275478839874,2.19728684425356,-12.9974822998
